ENTREZID,SYMBOL,GENETITLE,CHR_Mapping,BP_Mapping
84138,SLC7A6OS,solute carrier family 7 member 6 opposite strand,16,68305790
54496,PRMT7,protein arginine methyltransferase 7,16,68334155
55512,SMPD3,sphingomyelin phosphodiesterase 3,16,68403416
146198,ZFP90,ZFP90 zinc finger protein,16,68555408
1001,CDH3,cadherin 3,16,68671951
999,CDH1,cadherin 1,16,68786416
79613,TANGO6,transport and golgi organization 6 homolog,16,68964394
3038,HAS3,hyaluronan synthase 3,16,69112230
54921,CHTF8,chromosome transmission fidelity factor 8,16,69125194
84916,UTP4,"UTP4, small subunit processome component",16,69150815
6645,SNTB2,syntrophin beta 2,16,69248099
27183,VPS4A,vacuolar protein sorting 4 homolog A,16,69318213
84342,COG8,component of oligomeric golgi complex 8,16,69334122
51388,NIP7,"NIP7, nucleolar pre-rRNA processing protein",16,69341311
146456,TMED6,transmembrane p24 trafficking protein 6,16,69347527
7014,TERF2,telomeric repeat binding factor 2,16,69370774
80777,CYB5B,cytochrome b5 type B,16,69445429
10725,NFAT5,nuclear factor of activated T-cells 5,16,69633071
1728,NQO1,NAD(P)H quinone dehydrogenase 1,16,69718025
28987,NOB1,NIN1/PSMD8 binding protein 1 homolog,16,69748411
11060,WWP2,WW domain containing E3 ubiquitin protein ligase 2,16,69877989
55066,PDPR,pyruvate dehydrogenase phosphatase regulatory subunit,16,70138081
400541,LOC400541,uncharacterized LOC400541,16,70164894
118460,EXOSC6,exosome component 6,16,70251080
16,AARS,alanyl-tRNA synthetase,16,70270951
11269,DDX19B,DEAD-box helicase 19B,16,70314235
100506083,LOC100506083,uncharacterized LOC100506083,16,70331193
55308,DDX19A,DEAD-box helicase 19A,16,70360106
6483,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",16,70409261
197258,FUK,fucokinase,16,70467434
25839,COG4,component of oligomeric golgi complex 4,16,70502061
23450,SF3B3,splicing factor 3b subunit 3,16,70550728
146433,IL34,interleukin 34,16,70631312
92154,MTSS1L,"MTSS1L, I-BAR domain containing",16,70673627
55697,VAC14,"Vac14, PIKFYVE complex component",16,70744298
100130894,VAC14-AS1,VAC14 antisense RNA 1,16,70764155
54768,HYDIN,"HYDIN, axonemal central pair apparatus protein",16,71092128
55783,CMTR2,cap methyltransferase 2,16,71285925
794,CALB2,calbindin 2,16,71374575
7571,ZNF23,zinc finger protein 23,16,71454918
7567,ZNF19,zinc finger protein 19,16,71481712
10164,CHST4,carbohydrate sulfotransferase 4,16,71532387
6898,TAT,tyrosine aminotransferase,16,71571973
91862,MARVELD3,MARVEL domain containing 3,16,71632619
23035,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2,16,71682598
164,AP1G1,adaptor related protein complex 1 gamma 1 subunit,16,71769037
342371,ATXN1L,ataxin 1 like,16,71851662
55565,ZNF821,zinc finger protein 821,16,71871387
9798,IST1,"IST1, ESCRT-III associated factor",16,71912793
1723,DHODH,dihydroorotate dehydrogenase (quinone),16,72017080
3240,HP,haptoglobin,16,72057824
3250,HPR,haptoglobin-related protein,16,72070236
54957,TXNL4B,thioredoxin like 4B,16,72089362
9785,DHX38,DEAH-box helicase 38,16,72103314
83449,PMFBP1,polyamine modulated factor 1 binding protein 1,16,72145702
463,ZFHX3,zinc finger homeobox 3,16,72918196
283902,HCCAT5,hepatocellular carcinoma associated transcript 5 (non-protein coding),16,73093061
100506172,LINC01568,long intergenic non-protein coding RNA 1568,16,73404100
101928035,LOC101928035,uncharacterized LOC101928035,16,74203956
5713,PSMD7,"proteasome 26S subunit, non-ATPase 7",16,74301531
440348,NPIPB15,nuclear pore complex interacting protein family member B15,16,74385033
2734,GLG1,golgi glycoprotein 1,16,74527286
55159,RFWD3,ring finger and WD repeat domain 3,16,74644140
197259,MLKL,mixed lineage kinase domain like,16,74686501
79152,FA2H,fatty acid 2-hydroxylase,16,74743894
79726,WDR59,WD repeat domain 59,16,74941639
84937,ZNRF1,zinc and ring finger 1,16,75055005
197257,LDHD,lactate dehydrogenase D,16,75114316
162239,ZFP1,ZFP1 zinc finger protein,16,75160490
440387,CTRB2,chymotrypsinogen B2,16,75205635
9564,BCAR1,"BCAR1, Cas family scaffolding protein",16,75243504
10428,CFDP1,craniofacial development protein 1,16,75363599
124491,TMEM170A,transmembrane protein 170A,16,75453910
4166,CHST6,carbohydrate sulfotransferase 6,16,75484076
23563,CHST5,carbohydrate sulfotransferase 5,16,75531850
79583,TMEM231,transmembrane protein 231,16,75547201
11345,GABARAPL2,GABA type A receptor associated protein like 2,16,75572116
23536,ADAT1,"adenosine deaminase, tRNA specific 1",16,75610101
3735,KARS,lysyl-tRNA synthetase,16,75637705
54386,TERF2IP,TERF2 interacting protein,16,75652590
85445,CNTNAP4,contactin associated protein like 4,16,76427138
22879,MON1B,"MON1 homolog B, secretory trafficking associated",16,77195282
100130958,SYCE1L,synaptonemal complex central element protein 1 like,16,77206265
170692,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,16,77358621
283927,NUDT7,nudix hydrolase 7,16,77732376
57687,VAT1L,vesicle amine transport 1 like,16,77884335
10143,CLEC3A,C-type lectin domain family 3 member A,16,78028960
51741,WWOX,WW domain containing oxidoreductase,16,78314970
4094,MAF,MAF bZIP transcription factor,16,79597286
83657,DYNLRB2,dynein light chain roadblock-type 2,16,80545826
101928276,LINC01227,long intergenic non-protein coding RNA 1227,16,80569269
124359,CDYL2,chromodomain Y-like 2,16,80701088
100996425,PRCAT47,prostate cancer-associated 47,16,80860665
56942,CMC2,C-X9-C motif containing 2,16,80991349
55839,CENPN,centromere protein N,16,81017827
23300,ATMIN,ATM interactor,16,81041931
123775,C16orf46,chromosome 16 open reading frame 46,16,81067252
2653,GCSH,glycine cleavage system protein H,16,81089161
114780,PKD1L2,polycystin 1 like 2 (gene/pseudogene),16,81168225
53630,BCO1,beta-carotene oxygenase 1,16,81264916
8139,GAN,gigaxonin,16,81347582
80790,CMIP,c-Maf inducing protein,16,81591011
5336,PLCG2,phospholipase C gamma 2,16,81870975
93517,SDR42E1,"short chain dehydrogenase/reductase family 42E, member 1",16,82004567
3294,HSD17B2,hydroxysteroid 17-beta dehydrogenase 2,16,82066893
10200,MPHOSPH6,M-phase phosphoprotein 6,16,82159193
101928446,LOC101928446,uncharacterized LOC101928446,16,82801478
101928417,LOC101928417,uncharacterized LOC101928417,16,82971764
1012,CDH13,cadherin 13,16,83057805
3281,HSBP1,heat shock factor binding protein 1,16,83810452
23417,MLYCD,malonyl-CoA decarboxylase,16,83907653
29948,OSGIN1,oxidative stress induced growth inhibitor 1,16,83959777
54550,NECAB2,N-terminal EF-hand calcium binding protein 2,16,83985703
8720,MBTPS1,"membrane bound transcription factor peptidase, site 1",16,84085352
83693,HSDL1,hydroxysteroid dehydrogenase like 1,16,84133667
123872,DNAAF1,dynein axonemal assembly factor 1,16,84165035
9013,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C",16,84182458
161931,ADAD2,adenosine deaminase domain containing 2,16,84194141
93107,KCNG4,potassium voltage-gated channel modifier subfamily G member 4,16,84230442
58189,WFDC1,WAP four-disulfide core domain 1,16,84312278
9914,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,16,84425871
57707,TLDC1,TBC/LysM-associated domain containing 1,16,84490521
23406,COTL1,coactosin like F-actin binding protein 1,16,84591847
79786,KLHL36,kelch like family member 36,16,84658098
9100,USP10,ubiquitin specific peptidase 10,16,84739935
83716,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2,16,84864745
55625,ZDHHC7,zinc finger DHHC-type containing 7,16,84992998
9764,KIAA0513,KIAA0513,16,85064485
400548,LOC400548,uncharacterized LOC400548,16,85143296
197196,LINC00311,long intergenic non-protein coding RNA 311,16,85285518
23199,GSE1,Gse1 coiled-coil protein,16,85644267
51659,GINS2,GINS complex subunit 2,16,85683328
404550,C16orf74,chromosome 16 open reading frame 74,16,85729300
10328,EMC8,ER membrane protein complex subunit 8,16,85789083
101928557,LOC101928557,uncharacterized LOC101928557,16,85792674
1327,COX4I1,cytochrome c oxidase subunit 4I1,16,85803317
3394,IRF8,interferon regulatory factor 8,16,85910886
100506542,LINC01082,long intergenic non-protein coding RNA 1082,16,86197949
146513,LOC146513,uncharacterized LOC146513,16,86289910
732275,LINC00917,long intergenic non-protein coding RNA 917,16,86338764
400550,FENDRR,FOXF1 adjacent non-coding developmental regulatory RNA,16,86494978
2294,FOXF1,forkhead box F1,16,86512495
64779,MTHFSD,methenyltetrahydrofolate synthetase domain containing,16,86542697
146512,FLJ30679,uncharacterized protein FLJ30679,16,86556309
2303,FOXC2,forkhead box C2,16,86568091
2300,FOXL1,forkhead box L1,16,86580103
101928614,LOC101928614,uncharacterized LOC101928614,16,86721321
101928708,LOC101928708,uncharacterized LOC101928708,16,87219272
101928682,LOC101928682,uncharacterized LOC101928682,16,87282179
100506581,C16orf95,chromosome 16 open reading frame 95,16,87310109
79791,FBXO31,F-box protein 31,16,87357468
81631,MAP1LC3B,microtubule associated protein 1 light chain 3 beta,16,87398484
23174,ZCCHC14,zinc finger CCHC-type containing 14,16,87449050
57338,JPH3,junctophilin 3,16,87634761
54758,KLHDC4,kelch domain containing 4,16,87736902
8140,SLC7A5,solute carrier family 7 member 5,16,87849757
763,CA5A,carbonic anhydrase 5A,16,87912262
54971,BANP,BTG3 associated nuclear protein,16,88018879
84627,ZNF469,zinc finger protein 469,16,88434114
161882,ZFPM1,"zinc finger protein, FOG family member 1",16,88494386
124245,ZC3H18,zinc finger CCCH-type containing 18,16,88601172
27189,IL17C,interleukin 17C,16,88639533
1535,CYBA,cytochrome b-245 alpha chain,16,88647186
4597,MVD,mevalonate diphosphate decarboxylase,16,88657544
197187,SNAI3-AS1,SNAI3 antisense RNA 1,16,88672360
333929,SNAI3,snail family transcriptional repressor 3,16,88682078
115992,RNF166,ring finger protein 166,16,88700985
348180,CTU2,cytosolic thiouridylase subunit 2,16,88710920
9780,PIEZO1,piezo type mechanosensitive ion channel component 1,16,88750279
81620,CDT1,chromatin licensing and DNA replication factor 1,16,88806518
353,APRT,adenine phosphoribosyltransferase,16,88810701
2588,GALNS,galactosamine (N-acetyl)-6-sulfatase,16,88835351
51693,TRAPPC2L,trafficking protein particle complex 2 like,16,88859669
863,CBFA2T3,CBFA2/RUNX1 translocation partner 3,16,88917001
197322,ACSF3,acyl-CoA synthetase family member 3,16,89135512
283860,LINC00304,long intergenic non-protein coding RNA 304,16,89161447
1013,CDH15,cadherin 15,16,89183623
146429,SLC22A31,solute carrier family 22 member 31,16,89197941
197320,ZNF778,zinc finger protein 778,16,89223630
29123,ANKRD11,ankyrin repeat domain 11,16,89383850
6687,SPG7,"SPG7, paraplegin matrix AAA peptidase subunit",16,89528066
27132,CPNE7,copine 7,16,89586507
1800,DPEP1,dipeptidase 1 (renal),16,89627690
5119,CHMP1A,charged multivesicular body protein 1A,16,89651108
124045,SPATA33,spermatogenesis associated 33,16,89663065
8558,CDK10,cyclin dependent kinase 10,16,89691516
124044,SPATA2L,spermatogenesis associated 2 like,16,89699035
9605,VPS9D1,VPS9 domain containing 1,16,89714059
100128881,VPS9D1-AS1,VPS9D1 antisense RNA 1,16,89715010
92822,ZNF276,zinc finger protein 276,16,89730698
2175,FANCA,Fanconi anemia complementation group A,16,89792306
84501,SPIRE2,spire type actin nucleation factor 2,16,89849909
22980,TCF25,transcription factor 25,16,89892485
4157,MC1R,melanocortin 1 receptor,16,89919428
10381,TUBB3,tubulin beta 3 class III,16,89929370
54849,DEF8,differentially expressed in FDCP 8 homolog,16,89957061
92806,CENPBD1,CENPB DNA-binding domain containing 1,16,89971303
172,AFG3L1P,"AFG3 like matrix AAA peptidase subunit 1, pseudogene",16,89985641
79007,DBNDD1,dysbindin domain containing 1,16,90010733
750,GAS8-AS1,GAS8 antisense RNA 1,16,90029404
2622,GAS8,growth arrest specific 8,16,90033042
11105,PRDM7,PR/SET domain 7,16,90066248
8447,DOC2B,double C2 domain beta,17,164217
100506371,LOC100506371,uncharacterized LOC100506371,17,185537
9501,RPH3AL,rabphilin 3A-like (without C2 domains),17,282615
100506388,LOC100506388,uncharacterized LOC100506388,17,332346
400566,C17orf97,chromosome 17 open reading frame 97,17,412496
359845,RFLNB,refilin B,17,442960
55275,VPS53,"VPS53, GARP complex subunit",17,617668
79850,FAM57A,family with sequence similarity 57 member A,17,737757
50628,GEMIN4,gem nuclear organelle associated protein 4,17,748341
100131454,DBIL5P,"diazepam binding inhibitor-like 5, pseudogene",17,753834
51031,GLOD4,glyoxalase domain containing 4,17,770820
55178,MRM3,mitochondrial rRNA methyltransferase 3,17,787419
29928,TIMM22,translocase of inner mitochondrial membrane 22 homolog,17,999538
29,ABR,active BCR-related,17,1088989
286753,TUSC5,tumor suppressor candidate 5,17,1290325
7531,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,17,1372401
1398,CRK,"CRK proto-oncogene, adaptor protein",17,1438810
4641,MYO1C,myosin IC,17,1477116
51763,INPP5K,inositol polyphosphate-5-phosphatase K,17,1505732
100306951,PITPNA-AS1,PITPNA antisense RNA 1,17,1517507
5306,PITPNA,phosphatidylinositol transfer protein alpha,17,1540402
124935,SLC43A2,solute carrier family 43 member 2,17,1595009
8578,SCARF1,scavenger receptor class F member 1,17,1639823
83547,RILP,Rab interacting lysosomal protein,17,1648124
10594,PRPF8,pre-mRNA processing factor 8,17,1667755
727910,TLCD2,TLC domain containing 2,17,1706579
124997,WDR81,WD repeat domain 81,17,1730281
5345,SERPINF2,serpin family F member 2,17,1749098
5176,SERPINF1,serpin family F member 1,17,1771520
114826,SMYD4,SET and MYND domain containing 4,17,1804708
6117,RPA1,replication protein A1,17,1864766
146760,RTN4RL1,reticulon 4 receptor like 1,17,1980011
3090,HIC1,hypermethylated in cancer 1,17,2057695
23293,SMG6,"SMG6, nonsense mediated mRNA decay factor",17,2141867
101927839,LOC101927839,uncharacterized LOC101927839,17,2233144
63826,SRR,serine racemase,17,2314603
55720,TSR1,"TSR1, ribosome maturation factor",17,2330036
9905,SGSM2,small G protein signaling modulator 2,17,2359283
4335,MNT,MAX network transcriptional repressor,17,2392512
5048,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,17,2639622
23277,CLUH,clustered mitochondria homolog,17,2700509
23108,RAP1GAP2,RAP1 GTPase activating protein 2,17,2912210
4991,OR1D2,olfactory receptor family 1 subfamily D member 2,17,3092527
8390,OR1G1,olfactory receptor family 1 subfamily G member 1,17,3127080
26189,OR1A2,olfactory receptor family 1 subfamily A member 2,17,3197982
8383,OR1A1,olfactory receptor family 1 subfamily A member 1,17,3216085
4995,OR3A2,olfactory receptor family 3 subfamily A member 2,17,3278432
4994,OR3A1,olfactory receptor family 3 subfamily A member 1,17,3292108
8387,OR1E1,olfactory receptor family 1 subfamily E member 1,17,3397938
8392,OR3A3,olfactory receptor family 3 subfamily A member 3,17,3421050
84690,SPATA22,spermatogenesis associated 22,17,3459410
443,ASPA,aspartoacylase,17,3487231
162514,TRPV3,transient receptor potential cation channel subfamily V member 3,17,3534248
23729,SHPK,sedoheptulokinase,17,3622292
1497,CTNS,"cystinosin, lysosomal cystine transporter",17,3649785
83460,EMC6,ER membrane protein complex subunit 6,17,3669196
5026,P2RX5,purinergic receptor P2X 5,17,3684816
83903,GSG2,"germ cell associated 2, haspin",17,3725300
3682,ITGAE,integrin subunit alpha E,17,3757934
55421,NCBP3,nuclear cap binding subunit 3,17,3826501
84254,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,17,3877105
5023,P2RX1,purinergic receptor P2X 1,17,3906628
489,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,17,3944166
23140,ZZEF1,zinc finger ZZ-type and EF-hand domain containing 1,17,4073702
124936,CYB5D2,cytochrome b5 domain containing 2,17,4150509
51479,ANKFY1,ankyrin repeat and FYVE domain containing 1,17,4213869
7326,UBE2G1,ubiquitin conjugating enzyme E2 G1,17,4317945
201305,SPNS3,sphingolipid transporter 3 (putative),17,4461064
124976,SPNS2,sphingolipid transporter 2,17,4518940
10514,MYBBP1A,MYB binding protein 1a,17,4547141
124975,GGT6,gamma-glutamyltransferase 6,17,4558761
342527,SMTNL2,smoothelin like 2,17,4596289
246,ALOX15,arachidonate 15-lipoxygenase,17,4636292
27043,PELP1,"proline, glutamate and leucine rich protein 1",17,4687860
101559451,LOC101559451,uncharacterized LOC101559451,17,4704879
409,ARRB2,arrestin beta 2,17,4715997
400569,MED11,mediator complex subunit 11,17,4732509
58191,CXCL16,C-X-C motif chemokine ligand 16,17,4736973
84225,ZMYND15,zinc finger MYND-type containing 15,17,4743067
9032,TM4SF5,transmembrane 4 L six family member 5,17,4777551
284013,VMO1,vitelline membrane outer layer 1 homolog,17,4785859
388323,GLTPD2,glycolipid transfer protein domain containing 2,17,4789774
5694,PSMB6,proteasome subunit beta 6,17,4797323
5338,PLD2,phospholipase D2,17,4815266
50488,MINK1,misshapen like kinase 1,17,4865700
1145,CHRNE,cholinergic receptor nicotinic epsilon subunit,17,4900421
2811,GP1BA,glycoprotein Ib platelet alpha subunit,17,4933652
8402,SLC25A11,solute carrier family 25 member 11,17,4938649
26001,RNF167,ring finger protein 167,17,4942615
5216,PFN1,profilin 1,17,4947368
2027,ENO3,enolase 3,17,4954110
9552,SPAG7,sperm associated antigen 7,17,4963531
23125,CAMTA2,calmodulin binding transcription activator 2,17,4977754
10749,KIF1C,kinesin family member 1C,17,5013173
102724009,LOC102724009,uncharacterized LOC102724009,17,5019654
55065,SLC52A1,solute carrier family 52 member 1,17,5034017
124961,ZFP3,ZFP3 zinc finger protein,17,5087416
7775,ZNF232,zinc finger protein 232,17,5111494
101928000,LOC101928000,uncharacterized LOC101928000,17,5113158
84622,ZNF594,zinc finger protein 594,17,5185709
100130950,LOC100130950,uncharacterized LOC100130950,17,5213860
9135,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",17,5321888
4927,NUP88,nucleoporin 88,17,5402286
84268,RPAIN,RPA interacting protein,17,5425491
708,C1QBP,complement C1q binding protein,17,5435965
56919,DHX33,DEAH-box helicase 33,17,5454986
51009,DERL2,derlin 2,17,5478740
79003,MIS12,"MIS12, kinetochore complex component",17,5488721
728392,LOC728392,uncharacterized LOC728392,17,5500213
22861,NLRP1,NLR family pyrin domain containing 1,17,5546135
23746,AIPL1,aryl hydrocarbon receptor interacting protein like 1,17,6429842
54478,FAM64A,family with sequence similarity 64 member A,17,6447740
83394,PITPNM3,PITPNM family member 3,17,6503910
9851,KIAA0753,KIAA0753,17,6609626
84817,TXNDC17,thioredoxin domain containing 17,17,6642721
51003,MED31,mediator complex subunit 31,17,6647473
388327,C17orf100,chromosome 17 open reading frame 100,17,6652518
284111,SLC13A5,solute carrier family 13 member 5,17,6699067
54739,XAF1,XIAP associated factor 1,17,6765741
162517,FBXO39,F-box protein 39,17,6781939
83659,TEKT1,tektin 1,17,6815861
245,ALOX12P2,arachidonate 12-lipoxygenase pseudogene 2,17,6887012
100506713,ALOX12-AS1,ALOX12 antisense RNA 1,17,6998728
239,ALOX12,"arachidonate 12-lipoxygenase, 12S type",17,7003400
255877,BCL6B,B-cell CLL/lymphoma 6B,17,7026346
162515,SLC16A11,solute carrier family 16 member 11,17,7042776
10462,CLEC10A,C-type lectin domain family 10 member A,17,7077422
433,ASGR2,asialoglycoprotein receptor 2,17,7107941
432,ASGR1,asialoglycoprotein receptor 1,17,7176497
1742,DLG4,discs large MAGUK scaffold protein 4,17,7202086
37,ACADVL,"acyl-CoA dehydrogenase, very long chain",17,7221872
1856,DVL2,dishevelled segment polarity protein 2,17,7229943
79142,PHF23,PHD finger protein 23,17,7237123
11337,GABARAP,GABA type A receptor-associated protein,17,7241426
23399,CTDNEP1,CTD nuclear envelope phosphatase 1,17,7247697
23587,ELP5,elongator acetyltransferase complex subunit 5,17,7256033
1366,CLDN7,claudin 7,17,7261486
6517,SLC2A4,solute carrier family 2 member 4,17,7284891
51087,YBX2,Y-box binding protein 2,17,7291404
1984,EIF5A,eukaryotic translation initiation factor 5A,17,7310091
2874,GPS2,G protein pathway suppressor 2,17,7313999
84461,NEURL4,neuralized E3 ubiquitin protein ligase 4,17,7322475
9744,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",17,7344001
147040,KCTD11,potassium channel tetramerization domain containing 11,17,7353416
339168,TMEM95,transmembrane protein 95,17,7356177
8711,TNK1,tyrosine kinase non receptor 1,17,7385373
254863,TMEM256,transmembrane protein 256,17,7403552
57555,NLGN2,neuroligin 2,17,7414023
374768,SPEM1,spermatid maturation 1,17,7420996
201243,C17orf74,chromosome 17 open reading frame 74,17,7426591
284114,TMEM102,transmembrane protein 102,17,7436568
2256,FGF11,fibroblast growth factor 11,17,7442139
1140,CHRNB1,cholinergic receptor nicotinic beta 1 subunit,17,7451350
57659,ZBTB4,zinc finger and BTB domain containing 4,17,7470651
5430,POLR2A,RNA polymerase II subunit A,17,7499498
8741,TNFSF13,tumor necrosis factor superfamily member 13,17,7559950
26168,SENP3,SUMO1/sentrin/SMT3 specific peptidase 3,17,7566980
9526,MPDU1,mannose-P-dolichol utilization defect 1,17,7585928
6665,SOX15,SRY-box 15,17,7589175
9513,FXR2,FMR1 autosomal homolog 2,17,7603063
112483,SAT2,spermidine/spermine N1-acetyltransferase family member 2,17,7627055
6462,SHBG,sex hormone binding globulin,17,7628712
482,ATP1B2,ATPase Na+/K+ transporting subunit beta 2,17,7653264
7157,TP53,tumor protein p53,17,7674961
55135,WRAP53,WD repeat containing antisense to TP53,17,7695394
1949,EFNB3,ephrin B3,17,7708288
146754,DNAH2,dynein axonemal heavy chain 2,17,7753189
23135,KDM6B,lysine demethylase 6B,17,7847358
92162,TMEM88,transmembrane protein 88,17,7855582
124637,CYB5D1,cytochrome b5 domain containing 1,17,7860004
84316,NAA38,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit",17,7864160
1107,CHD3,chromodomain helicase DNA binding protein 3,17,7899792
284023,LOC284023,uncharacterized LOC284023,17,7914634
9196,KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3,17,7925647
58485,TRAPPC1,trafficking protein particle complex 1,17,7931159
116840,CNTROB,"centrobin, centriole duplication and spindle assembly protein",17,7941021
3000,GUCY2D,"guanylate cyclase 2D, retinal",17,8011505
247,ALOX15B,"arachidonate 15-lipoxygenase, type B",17,8044086
242,ALOX12B,"arachidonate 12-lipoxygenase, 12R type",17,8080169
59344,ALOXE3,arachidonate lipoxygenase 3,17,8107314
84667,HES7,hes family bHLH transcription factor 7,17,8122341
6844,VAMP2,vesicle associated membrane protein 2,17,8161036
84314,TMEM107,transmembrane protein 107,17,8174687
54785,BORCS6,BLOC-1 related complex subunit 6,17,8189289
9212,AURKB,aurora kinase B,17,8207548
284029,LINC00324,long intergenic non-protein coding RNA 324,17,8222336
80169,CTC1,CTS telomere maintenance complex component 1,17,8236458
5198,PFAS,phosphoribosylformylglycinamidine synthase,17,8259884
29098,RANGRF,RAN guanine nucleotide release factor,17,8289332
399512,SLC25A35,solute carrier family 25 member 35,17,8292203
22899,ARHGEF15,Rho guanine nucleotide exchange factor 15,17,8316523
146852,ODF4,outer dense fiber of sperm tails 4,17,8342950
100128288,LOC100128288,uncharacterized LOC100128288,17,8359477
124751,KRBA2,KRAB-A domain containing 2,17,8371389
81565,NDEL1,nudE neurodevelopment protein 1 like 1,17,8452014
4628,MYH10,myosin heavy chain 10,17,8552483
146849,CCDC42,coiled-coil domain containing 42,17,8737382
162387,MFSD6L,major facilitator superfamily domain containing 6 like,17,8798229
146850,PIK3R6,phosphoinositide-3-kinase regulatory subunit 6,17,8835200
23533,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5,17,8909015
9423,NTN1,netrin 1,17,9132771
9482,STX8,syntaxin 8,17,9413214
146845,CFAP52,cilia and flagella associated protein 52,17,9610044
124739,USP43,ubiquitin specific peptidase 43,17,9687611
201140,DHRS7C,dehydrogenase/reductase 7C,17,9781365
9340,GLP2R,glucagon like peptide 2 receptor,17,9858827
5957,RCVRN,recoverin,17,9901538
8522,GAS7,growth arrest specific 7,17,9982936
8735,MYH13,myosin heavy chain 13,17,10336935
4626,MYH8,myosin heavy chain 8,17,10406137
4622,MYH4,myosin heavy chain 4,17,10456425
4619,MYH1,myosin heavy chain 1,17,10505426
4620,MYH2,myosin heavy chain 2,17,10535404
4621,MYH3,myosin heavy chain 3,17,10642917
6341,SCO1,"SCO1, cytochrome c oxidase assembly protein",17,10688950
56985,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",17,10704584
100506898,MAGOH2P,"mago homolog 2, pseudogene",17,10716262
388335,TMEM220,transmembrane protein 220,17,10721818
100289255,LINC00675,long intergenic non-protein coding RNA 675,17,10799506
644139,PIRT,phosphoinositide interacting regulator of transient receptor potential channels,17,10830288
388336,SHISA6,shisa family member 6,17,11402743
1770,DNAH9,dynein axonemal heavy chain 9,17,11855207
7566,ZNF18,zinc finger protein 18,17,11987440
6416,MAP2K4,mitogen-activated protein kinase kinase 4,17,12082324
101928418,LOC101928418,uncharacterized LOC101928418,17,12688998
93649,MYOCD,myocardin,17,12717419
9912,ARHGAP44,Rho GTPase activating protein 44,17,12890578
60528,ELAC2,elaC ribonuclease Z 2,17,13004838
9955,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1,17,13547987
100874058,COX10-AS1,COX10 antisense RNA 1,17,14049375
1352,COX10,"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor",17,14139040
146822,CDRT15,CMT1A duplicated region transcript 15,17,14236344
84815,MGC12916,uncharacterized protein MGC12916,17,14304742
9953,HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1,17,14325227
101928475,LOC101928475,uncharacterized LOC101928475,17,15033540
5376,PMP22,peripheral myelin protein 22,17,15247339
64518,TEKT3,tektin 3,17,15322726
201158,TVP23C,trans-golgi network vesicle protein 23 homolog C (S. cerevisiae),17,15541626
374286,CDRT1,CMT1A duplicated region transcript 1,17,15598388
10626,TRIM16,tripartite motif containing 16,17,15655422
57335,ZNF286A,zinc finger protein 286A,17,15710181
4213,MEIS3P1,Meis homeobox 3 pseudogene 1,17,15788278
136,ADORA2B,adenosine A2b receptor,17,15960406
125150,ZSWIM7,zinc finger SWIM-type containing 7,17,15988126
54902,TTC19,tetratricopeptide repeat domain 19,17,16014394
9611,NCOR1,nuclear receptor corepressor 1,17,16126099
9487,PIGL,phosphatidylinositol glycan anchor biosynthesis class L,17,16271727
201161,CENPV,centromere protein V,17,16348016
7314,UBB,ubiquitin B,17,16381937
51393,TRPV2,transient receptor potential cation channel subfamily V member 2,17,16426272
388341,LRRC75A,leucine rich repeat containing 75A,17,16467098
57336,ZNF287,zinc finger protein 287,17,16559761
57547,ZNF624,zinc finger protein 624,17,16637293
9720,CCDC144A,coiled-coil domain containing 144A,17,16732662
23495,TNFRSF13B,TNF receptor superfamily member 13B,17,16955586
23164,MPRIP,myosin phosphatase Rho interacting protein,17,17117704
201164,PLD6,phospholipase D family member 6,17,17203663
201163,FLCN,folliculin,17,17226940
8533,COPS3,COP9 signalosome subunit 3,17,17263812
56953,NT5M,"5',3'-nucleotidase, mitochondrial",17,17325514
55090,MED9,mediator complex subunit 9,17,17485103
51655,RASD1,ras related dexamethasone induced 1,17,17495417
10400,PEMT,phosphatidylethanolamine N-methyltransferase,17,17544714
10743,RAI1,retinoic acid induced 1,17,17746462
140771,SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)",17,17778107
6720,SREBF1,sterol regulatory element binding transcription factor 1,17,17821024
